,Job Title,Company,Company Rating,Location,Salary,Job Description
621,Software Engineer (Fintech),Globelise,,Manila,,"Overview
On a typical day, as a Software Engineer for ""Buy Now, Pay Later"" payment service company, you will build new features in Scala/Python, publish/consume events with Kafka, maintain best in class REST APIs and deploy services to AWS.
Tech Stack:
AWS architecture (Lambda, ECS Fargate)
Scala, Python
Kafka, Postgres, Aurora
Docker, Terraform
CircleCI
DataDog
Key Responsibilities:
Own your services, from tech design to deployment and monitoring.
Work with modern languages, frameworks and cloud infrastructure, solving real problems impacting millions of users.
Get a chance to touch different aspects of Client's ecosystem: KYC, Risk and Data Engineering.
Share your knowledge within the engineering domain and contribute in evolving best practices and culture
Skills/Requirements:
Broad software development experience with one or more modern general-purpose programming languages including, but not limited to Scala, Python, Java and Go.
Solid knowledge of AWS cloud ecosystem
Conﬁdence with Docker and Terraform development tools as well as CI/CD.
Working proﬁciency in English
Job Types: Full-time, Permanent
Salary: Php300,000.00 - Php320,000.00 per month
Benefits:
Flexible schedule
Work from home
Schedule:
Monday to Friday
Supplemental pay types:
Performance bonus
Experience:
Scala: 3 years (Required)
Kafka: 3 years (Required)
API: 3 years (Required)
AWS: 3 years (Required)
Application Deadline: 09/30/2022
Expected Start Date: 10/01/2022"
622,Data Engineer | Python,Ben Edictio,4.3 out of 5 stars from 3 employee ratings,Pasig,,"Graduate of Bachelor's Degree
At least 4 years of total experience as Data Engineer
Experience with Python (3.5 years - Required)
Experience with packages such as NumPy, SciPy, pandas
Experience with SQL and/or noSQL databases (e.g. Mongo)
Willing to work on site in Ortigas, Pasig/Antipolo, Rizal
With Stable Internet connection at home (If Hybrid Set-up is available due to pandemic)
Can Start ASAP
Job Type: Full-time
Schedule:
Evening shift
Night shift
Application Question(s):
Are you amenable to work on site in Pasig/Antipolo? (Kindly specify your preferred working location)
Where are you currently residing?
How long is your total experience in SQL and/or noSQL databases (Mongo)?
How long is your total experience as Data Engineer using Python?
How long is your total experience as Data Engineer/related role?
Do you have an experience with Numpy, SciPy & pandas?
Education:
Bachelor's (Preferred)"
623,Systems Engineer Security | ISU QSERV,Questronix Corporation,3.4 out of 5 stars from 7 employee ratings,Makati,,"Answer inbound phone calls and initiating trouble tickets.

Perform Level 1 triage of incoming issues.

Searching knowledge base for solutions, assessing the priority of the event, network troubleshooting via ping, traceroute, viewing routing/arp tables.

Provide technical support to customers.

Monitoring alerts, supports, and outage queues (opening trouble tickets for applicable events).

Notifying appropriate customer contact for events outage response.

Takes an active part in the resolution of problems, even after they are escalated.

Working assigned troubl ticket queue.

Understanding exceeding all tasked SLA commitments.

Escalating issues to Level 2 or management when necessary.
College Graduate

Major in Engineering, Computer Science, and IT related courses.

Technical Knowledge

Experience in a Network Administrator role.

Proficient in basic Local Area Networking setup.

Knowledgeable in Active Directory setup and management.

Hands on experience in Networking, Routing, and Switching.

Experience with Firewalls, Routers, Switches, Internet, and VPN's implementation, troubleshooting, and problem resolution is desired.

Skills

General Internet knowledge.

Fast learner and ability to follow procedures.

Typing/data entry skills proficient.

Customer service background and excellent communication skills.

TCP/IP troubleshooting.

TCP/IP, Internet Routing, UNIX & Windows NT proficient.

In-depth knowledge of computer systems.

Ability to describe technical information in easy-to-understand terms.

Ability to organize, prioritize, and multi-task.

Discretion (confidential data are held on computer systems)."
624,Project Engineer | CCG,"Trends Group, Inc.",3.4 out of 5 stars from 5 employee ratings,Makati,,"Own, manage and drive assigned IT projects to their successful completion

Ensure that the assigned projects are performed within scope, duration, and budget in accordance to Project Management policies and practices of the company or as may be required.

Responsible for planning, monitoring, controlling, documenting, reporting, and leading projects from start to completion and closing.

Conduct and lead needed project meetings and activities.

Perform project issues and risk assessment including resolution and mitigation.

Develop needed project documentations required in the project and by the company.

Attend project meetings with the client, suppliers, &/or partners, as may be required.

Attend to project activities – on-site – as may be needed.

Undergo needed seminars &/or trainings as may be needed for the position.

Follow company rules and policies.
A. Minimum Education

College graduate, bachelor’s degree (preferably with course related to Information Technology (IT) &/or Engineering)

B. Minimum Experience/Training

At least one-year work experience in Project Management &/or Service Delivery Management in Information Technology

Preferred to have knowledge in:
PMI Project Management Principles

Gannt chart creation

ITIL

Data Networking & Security

Telephony

Data Center and its Facilities

Structured Cabling System.

C. Competency

Proven ability to lead and drive project teams

Good Oral and Written communication skills in English language

Can create written reports and presentations

Can lead and perform report presentations and meetings

Can maintain good client relationship

Computer literate

Knows how to use MS Office Applications

Analytical

Willing to travel, if required

Knowledge in using MS Project, a plus"
625,Staff Engineer,"International Elevator and Equipment, Inc",3.7 out of 5 stars from 57 employee ratings,Muntinlupa,,"Duties and Responsibilities
Prepares details of input data sheet and specification memo sheet assigned to him for the proposed/contracted projects
Prepares reference drawings for special type of elevator, as requested by the Sales Department, which requires cnsultation with MELCO
Prepares drawings and documents required for the installation permits and certificates
Prepares and submits traffic analysis of elevator projects required
Meets with clients or client's representative regarding traffic analysis results
Attends to coordination meeting with the architect or project engneer to discuss with them in detail the solution to whatever problem that may arise
Records and files properly all layout drawings, manual, electrical, and mechanical plans received from MELCO and drawings received from customers
Files and keeps systematic record of traffic analysis report
Assists other departments in all the technical details whenever it is necessary
Perform other engineering related tasks that may be assigned from time-to-time
Qualifications
Graduate of BS in Engineering (Mechanical/Electrical/Electronics/Civil)
Must be computer literate and familiar with various PC software (Microsoft Office & AutoCAD)
Can interpret and read technical drawings and designs
With elevator and escalator experience is an advantage
Job Type: Full-time
Benefits:
Health insurance
Life insurance
Pay raise
Schedule:
8 hour shift
Monday to Friday
Supplemental pay types:
13th month salary
Anniversary bonus
Overtime pay
Ability to commute/relocate:
Muntinlupa City: Reliably commute or planning to relocate before starting work (Preferred)
Language:
English (Preferred)"
626,GECO Philippines Hot Jobs of the Week!,GECO Asia,,Manila,,"We Connect IT Experts to MNC Projects.
Jumpstart your career with GECO Philippines. At GECO Asia, you will work with the some of the most talented people in technology.

From data scientists, to developers and engineers — we are a hub of creative minds with innovative solutions to complex business problems!
We offer PERMANENT POSITION. Apply now!
Hot Jobs of the Week!
Microsoft SQL Server Consultant
Hadoop Developers
DevOps Developers
Fullstack Developers
Senior C# Developer (Entity Framework)"
627,BIG DATA ENGINEER,Vito Group,,Pasay,,"1. Responsible for the development of the company's big data application products
2. Research big data technology and the latest trends to meet the iterative needs of products and projects
3. Responsible for the design and development of relevant functional modules of the company's big data platform
Qualifications:
1. Bachelor degree or above, computer or related major;
2. Fluent in Mandarin (listening, speaking, reading, typing)
3. Have basic knowledge of Big Data.
4. Malaysian is preferred. (not open for Chinese and Filipino)
Job Type: Permanent
Salary: Php120,000.00 - Php160,000.00 per month
Schedule:
Day shift
Ability to commute/relocate:
Pasay City: Reliably commute or planning to relocate before starting work (Required)"
628,Software Engineer (Data Analysis)| Alabang Muntinlupa City,"John Clements Consultants, Inc.",3.3 out of 5 stars from 47 employee ratings,Manila,"PHP 60,000 - PHP 80,000 a month","Scope of Work:
As a member of the global IT team, the candidate will provide analysis, consultancy and technical support for digital initiatives and priorities in R&D for human pharma and animal health.
· Support user communities in Asian or EU zone for sample management systems.
· Develop methods for data process, ensure data integrity and accuracy, and support R&D for sample registration and management.
· Follow SOP and conduct activities in a highly regulated and compliant environment.
· Analyze business needs, prioritize tasks, develop solutions, and conduct data process to improve the operations of IT systems
Qualifications:
· Bachelors’ degree in IT, Computer Science, Engineering or some IT or data process experience is preferred
· Proficiency in using MS Office tools.
· With 5 years relevant experience
· Good communication, teamwork, and collaboration skills
· Attention to detail.
· Fluent in English
· Quick learner and fast-paced operator with focus on results.
· Understand relational database, and can program in at least one script language.
· Working experiences in IT systems in pharmaceutical industry as preferred.
· Preferred candidate should work effectively and independently or as a team member, act proactively with a strong sense of accountability and responsibility, and have strong communication skills in English with a passion for working in a virtual, international, multicultural and diversity environment.
· Familiar with data process using Excel spreadsheet, MACRO or other data process tools.
· Experience working in IT Service Center is a plus;
· Understand relational database, and can program in at least one script language
Job Type: Full-time
Salary: Php60,000.00 - Php80,000.00 per month
Schedule:
8 hour shift"
629,Content Analyst,LSEG (London Stock Exchange Group),3.7 out of 5 stars from 250 employee ratings,Taguig,,"CONTENT ANALYST

As a Content Analyst, you are required to gather, analyze, and maintain financial content in an accurate and efficient manner which supports data across the company’s products and services.
You will be responsible for database administration and sourcing of contributed data. Working with other team members, you will begin to handle relationship with London Stock Exchange Group and the local exchange, or other data suppliers for day-to-day operations.

Responsibilities:
Process and maintain data accurately and in a timely manner onto databases using technical and financial knowledge
Communicate & collaborate with internal and external departments for resolution of data queries
Developing expertise in data related issues and build up knowledge of financial regulations and market practices/conventions in relevant markets
Use tools/support to maintain/improve content quality during daily operations
Ensure data quality, accuracy, timeliness, and completeness per company standards for the covered product/market
Adhere to change control procedures, data operations standards and current data policies and procedures
Test new database/application releases where appropriate, providing user feedback
Responsible for delivering high productivity and quality data
Support specific projects, as assigned by manager
Proactively determine and resolve data problems
Qualifications Required:
Candidate must possess a Bachelor's/College Degree in Business Administration/Management, Accountancy, or any Financial related course
Good communication skills in English and in using Business Communications over phone or email
Comfortable working in a fast-paced environment as clients demand more real-time data exchange
Dexterity to work in a team environment and has good social skills
Must be amenable to work on any shift (morning/mid/night shift)
Must be willing to start as soon as possible
Ability to prioritize tasks and good time management
Self-motivated and proactive attitude
At LSEG, we believe that creating a diverse and inclusive organisation is fundamental to the way we deliver on our promise of creating essential partnerships and open opportunities. Our open culture is central to how we deliver our purpose – driving financial stability, empowering economies and enabling customers to create sustainable growth – in everything we do.
Working with us means that you will be part of a dynamic organisation of 25,000 people across 70 countries. However, we will value your individuality and enable you to bring your true self to work so you can help enrich our diverse workforce. You will be part of a collaborative and creative culture where we encourage new ideas and are committed to sustainability across our global business. You will experience the critical role we have in helping to re-engineer the financial ecosystem to support and drive sustainable economic growth. Together, we are aiming to achieve this growth by accelerating the just transition to net zero, enabling growth of the green economy and creating inclusive economic opportunity.
LSEG offers a range of tailored benefits and support, including healthcare, retirement planning, paid volunteering days and wellbeing initiatives.
We are proud to be an equal opportunities employer. This means that we do not discriminate on the basis of anyone’s race, religion, colour, national origin, gender, sexual orientation, gender identity, gender expression, age, marital status, veteran status, pregnancy or disability, or any other basis protected under applicable law. Conforming with applicable law, we can reasonably accommodate applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.
Please take a moment to read this
privacy notice
carefully, as it describes what personal information London Stock Exchange Group (LSEG) (we) may hold about you, what it’s used for, and how it’s obtained,
your rights and how to contact us as a data subject
.
If you are submitting as a Recruitment Agency Partner, it is essential and your responsibility to ensure that candidates applying to LSEG are aware of this privacy notice."
630,CMMS/Spares Engineer,Wood Plc,"3.8 out of 5 stars from 1,855 employee ratings",Alabang,,"Overview / Responsibilities:
Overview / Responsibilities
We are hiring for short-term project-based CMMS Engineers for Operation and Maintenance Department which will services to Oil and Gas facilities both onshore and offshore. The scope is bound by the equipment delivered by the project whether it is for direct revenue generation or to enable the plant to provide continuous production in future years. The Operations and Maintenance Function provides Maintenance Managers, Maintenance Engineers, SAP / CMMS Analysts, Permit Coordinators and Offshore Installation Managers to ensure that production and other performance targets, including health and safety, are met.
Ensure the co-ordination, development and optimisation of spares (BOM) listed against PMRs within SAP / CMMS
Configure and prepare system queries and reports to analyse data
Prepare, control and revise PMRs
Carry out regular data checks to ensure quality and compliance with SAP/CMMS data structure, correct and complete format with required level of history and edit where required. Report findings regularly
Handle rigorous SAP / CMMS change management to ensure the asset register is up-to-date
Commit and promote Company’s values and ensuring the realisation of company and project health, safety, environmental, quality and ethics, systems, policies and procedures
Skills / Qualifications:
Technical apprenticeship or equivalent training scheme
OR: - HNC, (or equivalent), in relevant subject with adequate experience in the role
OR: - Related recognised formal training in at least one specific SAP / CMMS
OR: - In lieu of formal qualification candidate can offer an auditable track record of consistently good performance for a substantial period working with SAP / CMMS or related field
Sound knowledge of SAP / CMMS for delivery solutions and Asset maintenance requirements
Experience of SAP / CMMS data manipulation and analysis of maintenance history information
General knowledge of maintenance techniques, tools and processes
Experience in writing Maintenance Work Instructions/Procedures
A good understanding of maintenance strategies and their development
Motivated and eager to contribute to continuous improvement
Thorough and reliable worker and able to work on own initiative with little supervision
Good written and verbal communication skills
Company Overview:
Wood is a global leader in engineering and consultancy across energy and the built environment, helping to unlock solutions to some of the world’s most critical challenges. We provide consulting, projects and operations solutions in more than 60 countries, employing around 40,000 people. www.woodplc.com
Diversity Statement:
We are an equal opportunity employer that recognises the value of a diverse workforce. All suitably qualified applicants will receive consideration for employment on the basis of objective criteria and without regard to the following (which is a non-exhaustive list): race, colour, age, religion, gender, national origin, disability, sexual orientation, gender identity, protected veteran status, or other characteristics in accordance with the relevant governing laws."
631,Senior Software Engineer,Marketplacer,,Manila,,"About Us
Marketplacer is a global Software as a Service (SaaS) company headquartered in Melbourne, Australia. Our leading marketplace solution takes business beyond physical stores and inventory holdings - making it easy to sell what you don't own. Marketplacer is responsible for the business transformations of Woolworths, Myer, Optus, and Barbeques Galore to name a few.
We are continuously working to build a company where people feel empowered to do their best work, wherever they are. Our team is spread across Australia, New Zealand, the US and Philippines - with additional global locations due to open soon. We empower our people to work flexibly and in remote settings but we love to socialise and get together in person occasionally if people are interested.

What's the role?
Marketplacer is rapidly growing and we are investing heavily in our product and engineering teams. We have multiple opportunities available for experienced software engineers who enjoy solving complex business problems in an aligned autonomous environment.
This is a remote-first position and employees can be based anywhere in the Philippines.
Your input into our company matters; our technology is used by some of the largest organisations in Australia and globally. Accuracy and having an eye for detail is critical.

What are we looking for?
Open, friendly people who are good at collaborating with others on solving problems, who aren't afraid to ask for help and are enthusiastic about helping others.
People who are passionate about new tech and ideas, who are excited about learning and experimenting.
People who can own a piece of work from inception to delivery, create and validate architectures and designs, while taking guidance and input from the rest of the team.
People that take pride in their code, value a nice concise unit test, and follow the scout principle (""always leave the codebase cleaner than you found it"").
People with experience building cloud native solutions, solving scaling issues, and a willingness to learn DevSecOps practices.

Our tech Stack
Below is a list of the tech stack we use at Marketplacer. We are looking for experienced software engineers who are comfortable working with this tech stack (even if you don't have prior experience in these technologies, if you're willing to learn, we're willing to teach you)
Principally Ruby on Rails Majestic monolith with outposts for other services (ruby/nodejs/python).
We drink our own champagne, GraphQL API and webhooks used by internal applications and external integrations.
Typescript/React/Next.js headless interfaces powered by our design system.
Cloud native horizontally scaling using AWS ECS.
Infrastructure as code with Terraform.
Full CI/CD with 97%+ test coverage.
AWS Aurora, Redis, Memcached, S3 for storage.
ElasticSearch for full-text searching.
Datadog for monitoring and metrics.
Data Platform built on Snowflake and Airflow.

What are the benefits?
A culture of smart, fun and values driven people, where everybody's voice matters
Flexibility and freedom to make a big impact on Marketplacer in your role
Access to our learning platform with over 90,000 courses & videos to choose from
A culture of integrity focused on a mission
An environment where curiosity and collaboration is cherished
Constant celebration of winning
2 extra days of leave per year to dedicate towards volunteering or helping your chosen charity
Regular team building events, strategy days and company wide events - both in person and online
At Marketplacer, we know the value of working with people with different skills, backgrounds, and experiences, and we believe in promoting a diverse and inclusive team that is great to work with for all sorts of people. So, we strongly encourage anyone from underrepresented groups in tech to apply for this position.
Marketplacer is a world-leading technology Software as a Service (SaaS) company equipped with all the tools and functionality to supercharge commerce, building successful and scalable online marketplaces, at speed. Our leading marketplace solution takes business beyond physical stores and inventory holdings - making it easy to sell what you don't own. Marketplacer is responsible for the business transformations of Myer, Woolworths, HMD Global - Home of Nokia phones, SurfStitch, Bob Jane T-Marts, FishBrain and Providoor to name a few.
Headquartered in Melbourne, Australia, Marketplacer was founded in 2017. Today we have hundreds of employees across Australia, New Zealand and the United States, with additional global locations due to open soon. We empower our people to work flexibly in remote settings but we love to socialise and get together in person on a regular basis as well."
632,Senior Software Engineer,Marketplacer,,Manila,,"About Us
Marketplacer is a global Software as a Service (SaaS) company headquartered in Melbourne, Australia. Our leading marketplace solution takes business beyond physical stores and inventory holdings - making it easy to sell what you don't own. Marketplacer is responsible for the business transformations of Woolworths, Myer, Optus, and Barbeques Galore to name a few.
We are continuously working to build a company where people feel empowered to do their best work, wherever they are. Our team is spread across Australia, New Zealand, the US and Philippines - with additional global locations due to open soon. We empower our people to work flexibly and in remote settings but we love to socialise and get together in person occasionally if people are interested.

What's the role?
Marketplacer is rapidly growing and we are investing heavily in our product and engineering teams. We have multiple opportunities available for experienced software engineers who enjoy solving complex business problems in an aligned autonomous environment.
This is a remote-first position and employees can be based anywhere in the Philippines.
Your input into our company matters; our technology is used by some of the largest organisations in Australia and globally. Accuracy and having an eye for detail is critical.

What are we looking for?
Open, friendly people who are good at collaborating with others on solving problems, who aren't afraid to ask for help and are enthusiastic about helping others.
People who are passionate about new tech and ideas, who are excited about learning and experimenting.
People who can own a piece of work from inception to delivery, create and validate architectures and designs, while taking guidance and input from the rest of the team.
People that take pride in their code, value a nice concise unit test, and follow the scout principle (""always leave the codebase cleaner than you found it"").
People with experience building cloud native solutions, solving scaling issues, and a willingness to learn DevSecOps practices.

Our tech Stack
Below is a list of the tech stack we use at Marketplacer. We are looking for experienced software engineers who are comfortable working with this tech stack (even if you don't have prior experience in these technologies, if you're willing to learn, we're willing to teach you)
Principally Ruby on Rails Majestic monolith with outposts for other services (ruby/nodejs/python).
We drink our own champagne, GraphQL API and webhooks used by internal applications and external integrations.
Typescript/React/Next.js headless interfaces powered by our design system.
Cloud native horizontally scaling using AWS ECS.
Infrastructure as code with Terraform.
Full CI/CD with 97%+ test coverage.
AWS Aurora, Redis, Memcached, S3 for storage.
ElasticSearch for full-text searching.
Datadog for monitoring and metrics.
Data Platform built on Snowflake and Airflow.

What are the benefits?
A culture of smart, fun and values driven people, where everybody's voice matters
Flexibility and freedom to make a big impact on Marketplacer in your role
Access to our learning platform with over 90,000 courses & videos to choose from
A culture of integrity focused on a mission
An environment where curiosity and collaboration is cherished
Constant celebration of winning
2 extra days of leave per year to dedicate towards volunteering or helping your chosen charity
Regular team building events, strategy days and company wide events - both in person and online
At Marketplacer, we know the value of working with people with different skills, backgrounds, and experiences, and we believe in promoting a diverse and inclusive team that is great to work with for all sorts of people. So, we strongly encourage anyone from underrepresented groups in tech to apply for this position.
Marketplacer is a world-leading technology Software as a Service (SaaS) company equipped with all the tools and functionality to supercharge commerce, building successful and scalable online marketplaces, at speed. Our leading marketplace solution takes business beyond physical stores and inventory holdings - making it easy to sell what you don't own. Marketplacer is responsible for the business transformations of Myer, Woolworths, HMD Global - Home of Nokia phones, SurfStitch, Bob Jane T-Marts, FishBrain and Providoor to name a few.
Headquartered in Melbourne, Australia, Marketplacer was founded in 2017. Today we have hundreds of employees across Australia, New Zealand and the United States, with additional global locations due to open soon. We empower our people to work flexibly in remote settings but we love to socialise and get together in person on a regular basis as well."
633,Windows System Engineer,Joblu,,Manila,,"The Windows System Engineer would be responsible for setting up, configuring roles, and migrating data, databases, permissions, etc. They should be Office 365 administrators and networking experts.
SCHEDULE: TBD, follows Philippine holidays
POSITION TYPE: Full Time
WORK ARRANGEMENT: Remote
ESSENTIAL FUNCTIONS
Act as an architect and administer production environment Active Directory domain, DNS, and group policy in accordance with best practice
Deploy and configure Windows Server-based operating systems in the data center including additional Windows features and roles such as IIS, RADIUS, RDS, DNS, and File Services, according to defined infrastructure standards
Perform backup Linux administration
Perform analysis of competing technologies and products
Perform moderately complex technical analysis, design, and system development using appropriate technologies to support department and company objectives
Assess available technologies to meet needs, and then define technical specifications and designs
Build, maintain, and support Active Directory, Microsoft Hyper-V, and System Center Operations Manager (SCOM)
Develop UNIX/Windows scripts for system components
Establish successful working and support relationships with cross-functional leaders and staff third-party vendors
QUALIFICATIONS
A Bachelor’s degree in the related field
5+ years of experience in a related role
2+ years’ experience managing Windows 2008 and newer servers in virtual and bare metal environments
Minimum 7 years of deployment/engineering experience within Microsoft Windows OSes including both server and desktop products
Experience working with specific software and/or hardware systems with a specific concentration in areas
Knowledge of network and storage is a plus
Experience in a multi-client environment
Strong organization, oral and written communication skills
Analytical skills with particular attention to detail
Aptitude in data management, analytics, reporting preparation
Candidate must be self-motivated, capable of managing time efficiently without close supervision
Job Type: Full-time
Salary: Php116,000.00 - Php145,000.00 per month
Schedule:
8 hour shift
Monday to Friday
Night shift
Application Question(s):
Do you have experience with Office 365?
Do you have experience with bare metal server?
Do you have experience with windows server 2008-2022?
Do you have experience with Hyper-V?
Do you have experience with Active Directory?
Shift availability:
Night Shift (Required)"
634,Product Manager,Coins.ph,3.8 out of 5 stars from 6 employee ratings,Pasig,,"Join the leading Crypto Brand in the Philippines!

Coins.ph is on a mission to create an open financial system by providing everyone easy access to Web3 and digital assets. Launched in 2014, Coins.ph is the most established crypto brand in the Philippines and has gained the trust of more than 16 million users. Through the easy-to-use mobile app, users can buy and sell a variety of different cryptocurrencies and also access a wide range of payment services.

What We’re Looking For

Coins.ph is looking for a Product Manager to join our team in the Philippines (Manila). We are seeking a driven, entrepreneurial person to execute product roadmaps and innovate upon product experience to serve the day-to-day financial needs of millions of customers throughout Southeast Asia.

Key Responsibilities

Lead the ideation, development and launch of products which enable our broad user base unprecedented access to a wide variety of financial services

Collaborate with key business stakeholders to define product requirements and translate these requirements into product specifications

Drive design and engineering teams to deliver polished product to users

Analyze product data, assess highest impact opportunities, and quickly execute on findings to improve user experience and drive key product metrics

Conduct market and competitor research to ensure we are delivering product tailored to meet the specific needs of our customers

Why This is Exciting

This role is inherently full of unique product challenges, as you’ll be tasked to build intuitive mobile wallet and crypto products for customers on a broad spectrum of financial and technical literacy, including those who have never interacted with traditional financial products and institutions.

You’ll have the opportunity to work with our talented global team. We bring vastly different skills and experiences to the table, and are all motivated by the shared goal of expanding financial inclusion for hundreds of millions of people in Southeast Asia.
Minimum Background

Exceptional ability to drive for results and execute against product roadmaps

Strong ability to engage product designers and engineers to deliver high quality product on time, to meet the requirements of key business stakeholders

Data driven approach toward strategically building and optimizing product

Strong ability to think critically and clearly articulate product decisions and processes

Excellent communication skills, both written and verbal, and precise attention to detail

Based in, or willing to relocate, to Metro Manila (Philippines)

How To Stand Out

Bachelor or Master’s degree in a technical field (e.g. Computer Science) or a design-related field (e.g. Design, Human-Computer Interaction)

Demonstrated ability working in a data driven environment and moving metrics to reach KPI goals

Experience managing products for customers in the Philippines or Southeast Asia

Experience managing FinTech products"
635,LEAD SOFTWARE ENGINEER -,Lancesoft Philippines Limited Inc.,,Pasay,,"Specific Duties and Responsibilities:
Develop analytics and business intelligence software solutions by studying information needs; conferring with users; studying systems flow, data usage and work processes; investigating problem areas; following the software development lifecycle
Determine operational feasibility by evaluating analysis, problem definition, requirements, solution development and proposed solutions
Document and demonstrate solutions by developing documentation, flowcharts, layouts, diagrams, charts, code comments and clear code
Prepare and install solutions by determining and designing system specifications, standards, and programming
Improve operations by conducting systems analysis; recommending changes in policies and procedures
Update job knowledge by studying state-of-the-art development tools, programming techniques and computing equipment; participating in educational opportunities; reading professional publications; maintaining personal networks; participating in professional organizations
Protect operations by keeping information confidential
Provide information by collecting, analyzing and summarizing development and service issues
Accomplish engineering and organization mission by completing related results as needed
Support and develop software engineers by providing advice, coaching and educational opportunities
Builds a positive working relationship with onshore counterparts
Conducts regular 1:1 coaching with direct reports
Any other related functions that AQR may require.
Requirements
Qualifications:
Master’s degree in Information Technology with a preferred concentration in Finance or Computer Science.
Minimum of 3 years as a software engineer
· Minimum of 2 years leading and handling a team of software engineers
3+ years Python experience
Knowledge of best engineering practices in agile software development: architectural paradigms, code reviews, branching, task management, documentation, testing
Thorough experience of REST & API practices
In-depth knowledge of database design and optimization
Excellent written and verbal communication skills in English
Ability to work well with teams effectively without supervision
3 to 5 years of experience working for an asset management or research firm is a plus.
Job Type: Full-time
Salary: Up to Php130,000.00 per month
Schedule:
Flexible shift
Shift system
Supplemental pay types:
13th month salary
Ability to commute/relocate:
Pasay City: Reliably commute or planning to relocate before starting work (Required)
Experience:
Python: 3 years (Required)
software engineer: 3 years (Required)
handling a team: 2 years (Required)"
636,Software Engineer,amdocs,"3.8 out of 5 stars from 1,281 employee ratings",Manila,,"Job ID: 112562
Required Travel :Minimal

Location: :[[reqLocation]]
Who are we?
If you’re a smartphone user then you are part of an ever more connected and digital world. At Amdocs, we are leading the digital revolution into the future. From virtualized telecommunications networks, Big Data and Internet of Things to mobile financial services, billing and operational support systems, we are continually evolving our business to help you become more connected. We make sure that when you watch a video on YouTube, message friends on Snapchat or send your images on Instagram, you get great service anytime, anywhere, and on any device. We are at the heart of the telecommunications industry working with giants such as AT&T, Vodafone, Telstra and Telefonica, helping them create an amazing new world for you where technology is being used in amazing new ways every single day.
In one sentence
Responsible for design, development, modification, debug and/or maintenance of software systems
What will your job look like?
You will design, develop, modify, debug and/or maintain software code according to functional, non-functional and technical design specifications.
You will follow Amdocs software engineering standards, applicable software development methodology and release processes, to ensure code is maintainable, scalable, and supportable, and demo the software products to stakeholders.
You will investigate issues by reviewing/debugging code, provide fixes and workarounds, and review changes for operability to maintain existing software solutions.
You will work within a team, collaborate and add value through participation in peer code reviews, provide comments and suggestions, and work with cross functional teams to achieve goals.
You will assume technical accountability for your specific work products within an application and provide technical support during solution design for new requirements.
You will be encouraged to actively look for innovation, continuous improvement, and efficiency in all assigned tasks.

All you need is...
Bachelor's degree in Science/IT/Computer Science/Computer Engineering or equivalent.
Open to Fresh Graduates.
0- 11 months work experience in Software developing and engineering with Java or C++ experience (server side) on Linux/Unix/Windows.
Experience in Shell scripting and SQL.
Preferably also with demonstrable experience in the Spring framework components - Spring Boot, MVC, Integration, Security, etc.
Strong understanding in software development and life cycle, and with knowledge in RESTful APIs and open systems.
Preferably with Telecommunications work background and experience.
Willing to in a Dayshift and with shifting schedule.
Willing to work in Ortigas, Pasig and BGC, Taguig.
Why you will love this job:
You will be challenged to design and develop new software applications.
You will have the opportunity to work in a growing organization, with ever growing opportunities for personal growth.

Amdocs is an equal opportunity employer. We welcome applicants from all backgrounds and are committed to fostering a diverse and inclusive workforce"
